transaction_id,user_id,approved_at,merchant_name,amount,category,subcategory,payment_method,status,is_recurring
C03202511034,U1003,2025-11-10T18:54:00,Bus Fare,1724,transport,public_transit,credit_card,approved,false
C07202511003,U1007,2025-11-10T19:03:00,Book Mart,23100,shopping,book,credit_card,approved,false
C06202511034,U1006,2025-11-10T20:30:00,DeliveryX,28307,food,delivery,credit_card,approved,false
C08202511050,U1008,2025-11-10T23:30:00,Night Delivery,21122,food,delivery,credit_card,approved,false
C01202511004,U1001,2025-11-11T08:07:00,Cafe A,4435,food,cafe,credit_card,approved,false
C06202511016,U1006,2025-11-11T08:10:00,Office Cafe,4601,food,cafe,credit_card,approved,false
C08202511021,U1008,2025-11-11T08:31:00,Convenience Hub,9876,food,convenience_store,credit_card,approved,false
C06202511018,U1006,2025-11-11T08:49:00,Office Cafe,5101,food,cafe,credit_card,approved,false
C05202511031,U1005,2025-11-11T13:36:00,Brunch Atelier,31978,food,dining,credit_card,approved,false
C04202511045,U1004,2025-11-11T15:12:00,Cafe Lane,7329,food,cafe,credit_card,approved,false
C02202511014,U1002,2025-11-11T15:24:00,Cafe Nova,7664,food,cafe,credit_card,approved,false
C07202511040,U1007,2025-11-11T19:33:00,Local Market,22710,food,groceries,credit_card,approved,false
C01202511041,U1001,2025-11-11T20:20:00,Baedal,29056,food,delivery,credit_card,approved,false
C06202511042,U1006,2025-11-12T07:24:00,Fuel Max,58604,transport,fuel,credit_card,approved,false
C06202511026,U1006,2025-11-12T08:51:00,Office Cafe,5998,food,cafe,credit_card,approved,false
C05202511019,U1005,2025-11-12T10:01:00,Cafe Nova,7253,food,cafe,credit_card,approved,false
C08202511051,U1008,2025-11-12T10:29:00,Office Cafe,3959,food,cafe,credit_card,approved,false
C08202511027,U1008,2025-11-12T12:33:00,Coupang,75236,shopping,ecommerce,credit_card,approved,false
C03202511001,U1003,2025-11-12T12:47:00,Green Market,21958,food,groceries,credit_card,approved,false
C07202511007,U1007,2025-11-12T13:08:00,School Lunch,8184,food,fastfood,credit_card,approved,false
C05202511025,U1005,2025-11-12T13:29:00,Brunch Atelier,22151,food,dining,credit_card,approved,false
C05202511037,U1005,2025-11-12T16:55:00,Style Shop,69926,shopping,fashion,credit_card,approved,false
C04202511024,U1004,2025-11-12T18:47:00,Family Mart,39464,food,groceries,credit_card,approved,false
C03202511006,U1003,2025-11-12T19:01:00,DeliveryY,16899,food,delivery,credit_card,approved,false
C07202511047,U1007,2025-11-12T19:19:00,Local Market,17442,food,groceries,credit_card,approved,false
C04202511031,U1004,2025-11-12T19:24:00,Steak House,113142,food,dining,credit_card,approved,false
C03202511025,U1003,2025-11-12T19:37:00,DeliveryY,14227,food,delivery,credit_card,approved,false
C04202511019,U1004,2025-11-12T20:15:00,Steak House,88184,food,dining,credit_card,approved,false
C04202511017,U1004,2025-11-12T20:37:00,Department Store,119935,shopping,fashion,credit_card,approved,false
C04202511012,U1004,2025-11-13T08:06:00,Fuel Max,66023,transport,fuel,credit_card,approved,false
C08202511006,U1008,2025-11-13T08:09:00,Convenience Hub,8532,food,convenience_store,credit_card,approved,false
C08202511046,U1008,2025-11-13T09:27:00,Office Cafe,5194,food,cafe,credit_card,approved,false
C02202511009,U1002,2025-11-13T11:50:00,Market One,19963,food,groceries,credit_card,approved,false
C02202511036,U1002,2025-11-13T12:00:00,Office Meal,13387,food,fastfood,credit_card,approved,false
C06202511039,U1006,2025-11-13T12:47:00,Subway,9925,food,fastfood,credit_card,approved,false
C05202511010,U1005,2025-11-13T18:22:00,Canvas Market,35003,shopping,living,credit_card,approved,false
C08202511030,U1008,2025-11-13T21:06:00,Night Delivery,25300,food,delivery,credit_card,approved,false
C04202511036,U1004,2025-11-14T07:59:00,Fuel Max,56113,transport,fuel,credit_card,approved,false
C01202511003,U1001,2025-11-14T08:05:00,Cafe A,5969,food,cafe,credit_card,approved,false
C08202511005,U1008,2025-11-14T08:32:00,Convenience Hub,4462,food,convenience_store,credit_card,approved,false
C05202511033,U1005,2025-11-14T09:16:00,Cafe Nova,6575,food,cafe,credit_card,approved,false
C01202511048,U1001,2025-11-14T13:33:00,Coupang,57449,shopping,ecommerce,credit_card,approved,false
C04202511001,U1004,2025-11-14T15:04:00,Department Store,63058,shopping,fashion,credit_card,approved,false
C04202511011,U1004,2025-11-14T15:41:00,Cafe Lane,7633,food,cafe,credit_card,approved,false
C07202511033,U1007,2025-11-14T16:16:00,Cafe Lane,4749,food,cafe,credit_card,approved,false
C03202511021,U1003,2025-11-14T18:45:00,Bus Fare,1705,transport,public_transit,credit_card,approved,false
C01202511012,U1001,2025-11-14T19:09:00,Baedal,20553,food,delivery,credit_card,approved,false
C05202511036,U1005,2025-11-14T19:09:00,Photo Lab,13457,leisure,hobby,credit_card,approved,false
C02202511037,U1002,2025-11-14T19:33:00,DeliveryX,22710,food,delivery,credit_card,approved,false
C08202511014,U1008,2025-11-14T23:15:00,Taxi Go,9236,transport,taxi,credit_card,approved,false
C08202511023,U1008,2025-11-14T23:39:00,Bar 45,47351,leisure,bar,credit_card,approved,false
C08202511056,U1008,2025-11-14T23:50:00,Bar 45,38633,leisure,bar,credit_card,approved,false
C05202511026,U1005,2025-11-15T11:25:00,Brunch Atelier,29753,food,dining,credit_card,approved,false
C07202511045,U1007,2025-11-15T11:34:00,Clinic Care,51500,health,medical,credit_card,approved,false
C05202511043,U1005,2025-11-15T16:38:00,Style Shop,89600,shopping,fashion,credit_card,approved,false
C05202511030,U1005,2025-11-15T17:31:00,Photo Lab,52230,leisure,hobby,credit_card,approved,false
C03202511014,U1003,2025-11-15T18:36:00,Book Mart,14390,shopping,book,credit_card,approved,false
C05202511029,U1005,2025-11-15T19:04:00,DeliveryX,20360,food,delivery,credit_card,approved,false
C06202511046,U1006,2025-11-15T20:36:00,Game Box,62890,leisure,gaming,credit_card,approved,false
C04202511029,U1004,2025-11-15T20:47:00,Steak House,114914,food,dining,credit_card,approved,false
C06202511028,U1006,2025-11-15T22:16:00,DeliveryX,19595,food,delivery,credit_card,approved,false
C08202511040,U1008,2025-11-15T23:24:00,Taxi Go,17189,transport,taxi,credit_card,approved,false
C08202511004,U1008,2025-11-15T23:40:00,Taxi Go,16693,transport,taxi,credit_card,approved,false
C07202511018,U1007,2025-11-16T08:14:00,Cafe Lane,5734,food,cafe,credit_card,approved,false
C03202511038,U1003,2025-11-16T08:32:00,Breakfast House,6106,food,fastfood,credit_card,approved,false
C07202511037,U1007,2025-11-16T08:38:00,Cafe Lane,4835,food,cafe,credit_card,approved,false
C06202511022,U1006,2025-11-16T12:04:00,Coupang,35499,shopping,ecommerce,credit_card,approved,false
C08202511033,U1008,2025-11-16T12:05:00,Coupang,39877,shopping,ecommerce,credit_card,approved,false
C02202511021,U1002,2025-11-16T15:12:00,Cafe Nova,6588,food,cafe,credit_card,approved,false
C07202511001,U1007,2025-11-16T17:09:00,Book Mart,13232,shopping,book,credit_card,approved,false
C08202511013,U1008,2025-11-16T21:31:00,Night Delivery,21116,food,delivery,credit_card,approved,false
C02202511005,U1002,2025-11-16T22:34:00,Taxi Go,10516,transport,taxi,credit_card,approved,false
C08202511017,U1008,2025-11-16T23:56:00,Bar 45,67761,leisure,bar,credit_card,approved,false
C01202511009,U1001,2025-11-17T07:06:00,Cafe A,5265,food,cafe,credit_card,approved,false
C08202511012,U1008,2025-11-17T07:18:00,Premium Gym,79000,health,fitness,credit_card,approved,false
C06202511008,U1006,2025-11-17T08:07:00,Office Cafe,5993,food,cafe,credit_card,approved,false
C06202511012,U1006,2025-11-17T13:16:00,Subway,8053,food,fastfood,credit_card,approved,false
C04202511041,U1004,2025-11-17T15:19:00,Cafe Lane,9305,food,cafe,credit_card,approved,false
C02202511033,U1002,2025-11-17T15:39:00,Cafe Nova,9514,food,cafe,credit_card,approved,false
C07202511042,U1007,2025-11-17T19:23:00,Book Mart,12149,shopping,book,credit_card,approved,false
C04202511034,U1004,2025-11-17T19:35:00,Steak House,106261,food,dining,credit_card,approved,false
C06202511041,U1006,2025-11-17T20:02:00,DeliveryX,22706,food,delivery,credit_card,approved,false
C06202511044,U1006,2025-11-17T21:16:00,Coupang,51569,shopping,ecommerce,credit_card,approved,false
C06202511001,U1006,2025-11-17T22:38:00,DeliveryX,22255,food,delivery,credit_card,approved,false
C08202511047,U1008,2025-11-17T22:39:00,Taxi Go,13706,transport,taxi,credit_card,approved,false
C04202511018,U1004,2025-11-18T07:20:00,Fuel Max,57681,transport,fuel,credit_card,approved,false
C03202511027,U1003,2025-11-18T08:41:00,Breakfast House,9751,food,fastfood,credit_card,approved,false
C02202511003,U1002,2025-11-18T08:47:00,Cafe Nova,9756,food,cafe,credit_card,approved,false
C01202511008,U1001,2025-11-18T08:54:00,GS25 Gangnam,7976,food,convenience_store,credit_card,approved,false
C01202511010,U1001,2025-11-18T09:53:00,Cafe A,4130,food,cafe,credit_card,approved,false
C06202511006,U1006,2025-11-18T13:34:00,Subway,7906,food,fastfood,credit_card,approved,false
C03202511004,U1003,2025-11-18T15:16:00,Campus Cafe,4427,food,cafe,credit_card,approved,false
C04202511035,U1004,2025-11-18T15:46:00,Department Store,102337,shopping,fashion,credit_card,approved,false
C03202511008,U1003,2025-11-18T18:30:00,Green Market,20344,food,groceries,credit_card,approved,false
C07202511004,U1007,2025-11-18T18:37:00,Local Market,23441,food,groceries,credit_card,approved,false
C04202511005,U1004,2025-11-18T21:44:00,Cinema Box,30471,leisure,movie,credit_card,approved,false
C08202511028,U1008,2025-11-18T23:00:00,Night Delivery,23409,food,delivery,credit_card,approved,false
C01202511013,U1001,2025-11-19T07:49:00,Cafe A,6140,food,cafe,credit_card,approved,false
C08202511055,U1008,2025-11-19T08:01:00,Office Cafe,6234,food,cafe,credit_card,approved,false
C07202511046,U1007,2025-11-19T08:50:00,Cafe Lane,4313,food,cafe,credit_card,approved,false
C02202511012,U1002,2025-11-19T12:42:00,Office Meal,13736,food,fastfood,credit_card,approved,false
C05202511004,U1005,2025-11-19T13:14:00,Brunch Atelier,27263,food,dining,credit_card,approved,false
C05202511044,U1005,2025-11-19T15:43:00,Cafe Nova,7429,food,cafe,credit_card,approved,false
C07202511020,U1007,2025-11-19T18:23:00,Clinic Care,53605,health,medical,credit_card,approved,false
C07202511024,U1007,2025-11-19T20:08:00,Online Class,24289,education,course,credit_card,approved,false
C05202511028,U1005,2025-11-19T20:48:00,Style Shop,31303,shopping,fashion,credit_card,approved,false
C05202511005,U1005,2025-11-19T20:57:00,Style Shop,100209,shopping,fashion,credit_card,approved,false
C04202511006,U1004,2025-11-20T07:42:00,Fuel Max,57365,transport,fuel,credit_card,approved,false
C02202511008,U1002,2025-11-20T08:32:00,Cafe Nova,8600,food,cafe,credit_card,approved,false
C02202511022,U1002,2025-11-20T11:09:00,Market One,14099,food,groceries,credit_card,approved,false
C06202511030,U1006,2025-11-20T13:16:00,Subway,10109,food,fastfood,credit_card,approved,false
C01202511040,U1001,2025-11-20T13:39:00,Subway,8744,food,fastfood,credit_card,approved,false
C03202511026,U1003,2025-11-20T16:10:00,Sport Mart,32433,shopping,sports,credit_card,approved,false
C07202511005,U1007,2025-11-20T20:15:00,Streaming Co,17000,subscription,ott,credit_card,approved,true
C06202511017,U1006,2025-11-20T21:07:00,Coupang,66464,shopping,ecommerce,credit_card,approved,false
C01202511032,U1001,2025-11-20T21:14:00,Coupang,35134,shopping,ecommerce,credit_card,approved,false
C02202511023,U1002,2025-11-20T22:14:00,Taxi Go,17329,transport,taxi,credit_card,approved,false
C02202511016,U1002,2025-11-20T22:34:00,Taxi Go,21824,transport,taxi,credit_card,approved,false
C03202511031,U1003,2025-11-21T08:59:00,Breakfast House,7533,food,fastfood,credit_card,approved,false
C06202511005,U1006,2025-11-21T13:51:00,Subway,10509,food,fastfood,credit_card,approved,false
C04202511039,U1004,2025-11-21T15:51:00,Department Store,142791,shopping,fashion,credit_card,approved,false
C02202511030,U1002,2025-11-21T18:05:00,Market One,11278,food,groceries,credit_card,approved,false
C03202511018,U1003,2025-11-21T18:08:00,Green Market,21331,food,groceries,credit_card,approved,false
C03202511990,U1003,2025-11-21T18:18:00,Tablet Store,280000,shopping,electronics,credit_card,approved,false
C07202511027,U1007,2025-11-21T19:12:00,Local Market,16860,food,groceries,credit_card,approved,false
C05202511045,U1005,2025-11-21T19:15:00,DeliveryX,16542,food,delivery,credit_card,approved,false
C08202511043,U1008,2025-11-21T21:09:00,Night Delivery,26702,food,delivery,credit_card,approved,false
C04202511007,U1004,2025-11-21T21:50:00,Cinema Box,15452,leisure,movie,credit_card,approved,false
C08202511034,U1008,2025-11-21T21:55:00,Bar 45,47871,leisure,bar,credit_card,approved,false
C01202511026,U1001,2025-11-21T23:10:00,GS25 Gangnam,3871,food,convenience_store,credit_card,approved,false
C06202511029,U1006,2025-11-22T07:27:00,Fuel Max,52445,transport,fuel,credit_card,approved,false
C03202511029,U1003,2025-11-22T10:27:00,Campus Cafe,5499,food,cafe,credit_card,approved,false
C05202511021,U1005,2025-11-22T10:33:00,Cafe Nova,8840,food,cafe,credit_card,approved,false
C06202511014,U1006,2025-11-22T13:47:00,Subway,9735,food,fastfood,credit_card,approved,false
C01202511038,U1001,2025-11-22T13:59:00,Coupang,18220,shopping,ecommerce,credit_card,approved,false
C04202511003,U1004,2025-11-22T15:30:00,Cafe Lane,9544,food,cafe,credit_card,approved,false
C02202511029,U1002,2025-11-22T15:49:00,Cafe Nova,8327,food,cafe,credit_card,approved,false
C03202511011,U1003,2025-11-22T18:02:00,Green Market,16805,food,groceries,credit_card,approved,false
C04202511033,U1004,2025-11-22T18:38:00,Family Mart,27032,food,groceries,credit_card,approved,false
C03202511016,U1003,2025-11-22T18:44:00,Bus Fare,1602,transport,public_transit,credit_card,approved,false
C04202511004,U1004,2025-11-22T19:47:00,Family Mart,31472,food,groceries,credit_card,approved,false
C06202511015,U1006,2025-11-22T20:01:00,Streaming Co,17000,subscription,ott,credit_card,approved,true
C05202511042,U1005,2025-11-22T20:08:00,Style Shop,87007,shopping,fashion,credit_card,approved,false
C06202511019,U1006,2025-11-22T20:19:00,Game Box,57049,leisure,gaming,credit_card,approved,false
C08202511048,U1008,2025-11-22T20:46:00,Streaming Co,17000,subscription,ott,credit_card,approved,true
C06202511043,U1006,2025-11-22T21:04:00,Coupang,59453,shopping,ecommerce,credit_card,approved,false
C01202511037,U1001,2025-11-23T07:07:00,Cafe A,6129,food,cafe,credit_card,approved,false
C04202511038,U1004,2025-11-23T07:56:00,Gym Pro,69000,health,fitness,credit_card,approved,false
C01202511031,U1001,2025-11-23T08:40:00,MegaCafe,3131,food,cafe,credit_card,approved,false
C06202511007,U1006,2025-11-23T09:30:00,Office Cafe,4455,food,cafe,credit_card,approved,false
C08202511052,U1008,2025-11-23T10:05:00,Office Cafe,4272,food,cafe,credit_card,approved,false
C05202511001,U1005,2025-11-23T10:47:00,Cafe Nova,6848,food,cafe,credit_card,approved,false
C05202511035,U1005,2025-11-23T11:47:00,Brunch Atelier,18103,food,dining,credit_card,approved,false
C05202511018,U1005,2025-11-23T13:16:00,Brunch Atelier,32192,food,dining,credit_card,approved,false
C05202511040,U1005,2025-11-23T13:39:00,Brunch Atelier,24051,food,dining,credit_card,approved,false
C05202511007,U1005,2025-11-23T15:10:00,Cafe Nova,8940,food,cafe,credit_card,approved,false
C04202511015,U1004,2025-11-23T15:16:00,Department Store,70502,shopping,fashion,credit_card,approved,false
C02202511019,U1002,2025-11-23T15:31:00,Cafe Nova,5021,food,cafe,credit_card,approved,false
C04202511020,U1004,2025-11-23T18:47:00,Family Mart,26921,food,groceries,credit_card,approved,false
C07202511021,U1007,2025-11-23T19:37:00,Book Mart,25238,shopping,book,credit_card,approved,false
C07202511026,U1007,2025-11-23T20:11:00,Online Class,70426,education,course,credit_card,approved,false
C08202511010,U1008,2025-11-23T23:22:00,Night Delivery,29865,food,delivery,credit_card,approved,false
C01202511015,U1001,2025-11-24T08:18:00,Cafe A,6657,food,cafe,credit_card,approved,false
C03202511037,U1003,2025-11-24T08:56:00,Bus Fare,1749,transport,public_transit,credit_card,approved,false
C08202511026,U1008,2025-11-24T10:46:00,Office Cafe,3898,food,cafe,credit_card,approved,false
C07202511028,U1007,2025-11-24T12:01:00,School Lunch,9069,food,fastfood,credit_card,approved,false
C06202511027,U1006,2025-11-24T12:02:00,Coupang,21310,shopping,ecommerce,credit_card,approved,false
C08202511022,U1008,2025-11-24T12:30:00,Coupang,58184,shopping,ecommerce,credit_card,approved,false
C02202511017,U1002,2025-11-24T17:52:00,Home Depot,27438,shopping,home,credit_card,approved,false
C02202511020,U1002,2025-11-24T20:09:00,DeliveryX,24440,food,delivery,credit_card,approved,false
C04202511043,U1004,2025-11-24T20:55:00,Department Store,141974,shopping,fashion,credit_card,approved,false
C08202511036,U1008,2025-11-24T23:01:00,Convenience Hub,10085,food,convenience_store,credit_card,approved,false
C05202511020,U1005,2025-11-25T09:02:00,Cafe Nova,6282,food,cafe,credit_card,approved,false
C02202511013,U1002,2025-11-25T09:19:00,Cafe Nova,7457,food,cafe,credit_card,approved,false
C05202511032,U1005,2025-11-25T10:58:00,Cafe Nova,7461,food,cafe,credit_card,approved,false
C01202511035,U1001,2025-11-25T12:09:00,Subway,9707,food,fastfood,credit_card,approved,false
C08202511038,U1008,2025-11-25T12:36:00,Coupang,18161,shopping,ecommerce,credit_card,approved,false
C03202511040,U1003,2025-11-25T13:11:00,Book Mart,14714,shopping,book,credit_card,approved,false
C01202511045,U1001,2025-11-25T13:14:00,Kyobo Bookstore,20413,shopping,book,credit_card,approved,false
C03202511028,U1003,2025-11-25T15:21:00,Campus Cafe,4042,food,cafe,credit_card,approved,false
C05202511002,U1005,2025-11-25T15:29:00,Cafe Nova,5486,food,cafe,credit_card,approved,false
C07202511036,U1007,2025-11-25T18:28:00,Clinic Care,61813,health,medical,credit_card,approved,false
C08202511003,U1008,2025-11-25T21:28:00,Bar 45,23444,leisure,bar,credit_card,approved,false
C08202511054,U1008,2025-11-25T21:53:00,Night Delivery,29116,food,delivery,credit_card,approved,false
C06202511011,U1006,2025-11-26T07:06:00,Fuel Max,61201,transport,fuel,credit_card,approved,false
C08202511045,U1008,2025-11-26T07:10:00,Premium Gym,79000,health,fitness,credit_card,approved,false
C02202511024,U1002,2025-11-26T08:12:00,Cafe Nova,8071,food,cafe,credit_card,approved,false
C07202511034,U1007,2025-11-26T08:54:00,Cafe Lane,5039,food,cafe,credit_card,approved,false
C05202511041,U1005,2025-11-26T10:08:00,Cafe Nova,5688,food,cafe,credit_card,approved,false
C05202511039,U1005,2025-11-26T13:45:00,Brunch Atelier,28632,food,dining,credit_card,approved,false
C03202511013,U1003,2025-11-26T18:15:00,Design Store,24486,shopping,fashion,credit_card,approved,false
C04202511016,U1004,2025-11-26T19:14:00,Family Mart,36091,food,groceries,credit_card,approved,false
C04202511044,U1004,2025-11-26T19:30:00,Family Mart,19060,food,groceries,credit_card,approved,false
C03202511010,U1003,2025-11-26T20:40:00,DeliveryY,17704,food,delivery,credit_card,approved,false
C06202511020,U1006,2025-11-26T21:08:00,Coupang,35039,shopping,ecommerce,credit_card,approved,false
C01202511020,U1001,2025-11-26T21:25:00,Coupang,39901,shopping,ecommerce,credit_card,approved,false
C08202511039,U1008,2025-11-26T21:31:00,Bar 45,36628,leisure,bar,credit_card,approved,false
C05202511024,U1005,2025-11-26T22:29:00,DeliveryX,18402,food,delivery,credit_card,approved,false
C02202511006,U1002,2025-11-26T23:24:00,Taxi Go,10679,transport,taxi,credit_card,approved,false
C01202511027,U1001,2025-11-27T07:31:00,Cafe A,5555,food,cafe,credit_card,approved,false
C05202511017,U1005,2025-11-27T09:30:00,Cafe Nova,5059,food,cafe,credit_card,approved,false
C03202511007,U1003,2025-11-27T09:35:00,Breakfast House,7708,food,fastfood,credit_card,approved,false
C01202511005,U1001,2025-11-27T09:36:00,Cafe A,6206,food,cafe,credit_card,approved,false
C04202511010,U1004,2025-11-27T10:11:00,Kid Academy,180000,education,academy,credit_card,approved,false
C07202511044,U1007,2025-11-27T12:58:00,School Lunch,7822,food,fastfood,credit_card,approved,false
C03202511035,U1003,2025-11-27T13:56:00,Book Mart,14035,shopping,book,credit_card,approved,false
C03202511024,U1003,2025-11-27T19:58:00,DeliveryY,13039,food,delivery,credit_card,approved,false
C01202511028,U1001,2025-11-27T21:01:00,Baedal,19255,food,delivery,credit_card,approved,false
C08202511002,U1008,2025-11-27T21:49:00,Night Delivery,31038,food,delivery,credit_card,approved,false
C08202511025,U1008,2025-11-27T22:05:00,Taxi Go,9324,transport,taxi,credit_card,approved,false
C07202511038,U1007,2025-11-28T08:11:00,Cafe Lane,5446,food,cafe,credit_card,approved,false
C03202511022,U1003,2025-11-28T08:34:00,Bus Fare,1759,transport,public_transit,credit_card,approved,false
C07202511011,U1007,2025-11-28T12:29:00,School Lunch,7210,food,fastfood,credit_card,approved,false
C07202511030,U1007,2025-11-28T13:35:00,School Lunch,7520,food,fastfood,credit_card,approved,false
C03202511043,U1003,2025-11-28T15:47:00,Campus Cafe,4155,food,cafe,credit_card,approved,false
C07202511009,U1007,2025-11-28T16:16:00,Cafe Lane,5836,food,cafe,credit_card,approved,false
C07202511016,U1007,2025-11-28T16:55:00,Cafe Lane,6657,food,cafe,credit_card,approved,false
C04202511027,U1004,2025-11-28T18:38:00,Family Mart,27252,food,groceries,credit_card,approved,false
C07202511015,U1007,2025-11-28T19:37:00,Book Mart,12667,shopping,book,credit_card,approved,false
C01202511019,U1001,2025-11-28T20:08:00,Netflix,17000,subscription,ott,credit_card,approved,true
C04202511042,U1004,2025-11-28T20:10:00,Steak House,56236,food,dining,credit_card,approved,false
C02202511010,U1002,2025-11-28T20:49:00,DeliveryX,26141,food,delivery,credit_card,approved,false
C01202511011,U1001,2025-11-29T08:35:00,GS25 Gangnam,4519,food,convenience_store,credit_card,approved,false
C02202511026,U1002,2025-11-29T08:59:00,Cafe Nova,6685,food,cafe,credit_card,approved,false
C03202511017,U1003,2025-11-29T18:02:00,Design Store,35330,shopping,fashion,credit_card,approved,false
C06202511040,U1006,2025-11-29T21:07:00,Coupang,58830,shopping,ecommerce,credit_card,approved,false
C06202511024,U1006,2025-11-29T22:21:00,DeliveryX,21689,food,delivery,credit_card,approved,false
C08202511019,U1008,2025-11-29T23:00:00,Taxi Go,23674,transport,taxi,credit_card,approved,false
C08202511001,U1008,2025-11-29T23:08:00,Taxi Go,25438,transport,taxi,credit_card,approved,false
C04202511013,U1004,2025-11-30T07:08:00,Fuel Max,87887,transport,fuel,credit_card,approved,false
C01202511022,U1001,2025-11-30T07:40:00,Cafe A,5441,food,cafe,credit_card,approved,false
C04202511025,U1004,2025-11-30T07:52:00,Fuel Max,83591,transport,fuel,credit_card,approved,false
C01202511018,U1001,2025-11-30T08:23:00,GS25 Gangnam,10511,food,convenience_store,credit_card,approved,false
C07202511022,U1007,2025-11-30T08:32:00,Cafe Lane,4055,food,cafe,credit_card,approved,false
C08202511032,U1008,2025-11-30T09:13:00,Office Cafe,4374,food,cafe,credit_card,approved,false
C05202511014,U1005,2025-11-30T11:50:00,Brunch Atelier,18747,food,dining,credit_card,approved,false
C01202511042,U1001,2025-11-30T12:41:00,Coupang,28525,shopping,ecommerce,credit_card,approved,false
C06202511009,U1006,2025-11-30T12:50:00,Coupang,63823,shopping,ecommerce,credit_card,approved,false
C02202511002,U1002,2025-11-30T15:31:00,Cafe Nova,5588,food,cafe,credit_card,approved,false
C03202511023,U1003,2025-11-30T15:51:00,Campus Cafe,5333,food,cafe,credit_card,approved,false
C07202511010,U1007,2025-11-30T19:29:00,Local Market,21335,food,groceries,credit_card,approved,false
C08202511037,U1008,2025-11-30T23:44:00,Convenience Hub,11029,food,convenience_store,credit_card,approved,false
C01202512009,U1001,2025-12-01T12:11:00,Subway,10723,food,fastfood,credit_card,approved,false
C03202512020,U1003,2025-12-01T12:58:00,Green Market,22922,food,groceries,credit_card,approved,false
C06202512020,U1006,2025-12-01T13:27:00,Subway,8525,food,fastfood,credit_card,approved,false
C03202512017,U1003,2025-12-01T15:41:00,Campus Cafe,5184,food,cafe,credit_card,approved,false
C04202512038,U1004,2025-12-01T18:20:00,Family Mart,23670,food,groceries,credit_card,approved,false
C05202512045,U1005,2025-12-01T19:06:00,Photo Lab,44379,leisure,hobby,credit_card,approved,false
C04202512045,U1004,2025-12-01T19:34:00,Family Mart,25619,food,groceries,credit_card,approved,false
C04202512012,U1004,2025-12-01T19:39:00,Family Mart,45501,food,groceries,credit_card,approved,false
C08202512054,U1008,2025-12-01T21:30:00,Night Delivery,33211,food,delivery,credit_card,approved,false
C05202512015,U1005,2025-12-01T22:35:00,DeliveryX,27771,food,delivery,credit_card,approved,false
C04202512052,U1004,2025-12-02T08:03:00,Fuel Max,92207,transport,fuel,credit_card,approved,false
C01202512026,U1001,2025-12-02T08:56:00,GS25 Gangnam,4173,food,convenience_store,credit_card,approved,false
C02202512039,U1002,2025-12-02T09:49:00,Cafe Nova,6062,food,cafe,credit_card,approved,false
C08202512021,U1008,2025-12-02T12:56:00,Coupang,69548,shopping,ecommerce,credit_card,approved,false
C02202512014,U1002,2025-12-02T13:03:00,Home Depot,47729,shopping,home,credit_card,approved,false
C03202512007,U1003,2025-12-02T13:13:00,Book Mart,10062,shopping,book,credit_card,approved,false
C03202512026,U1003,2025-12-02T13:54:00,Book Mart,23041,shopping,book,credit_card,approved,false
C02202512001,U1002,2025-12-02T18:20:00,Market One,16707,food,groceries,credit_card,approved,false
C04202512014,U1004,2025-12-02T19:12:00,Family Mart,22368,food,groceries,credit_card,approved,false
C04202512054,U1004,2025-12-02T19:38:00,Family Mart,25200,food,groceries,credit_card,approved,false
C04202512015,U1004,2025-12-02T20:13:00,Department Store,62143,shopping,fashion,credit_card,approved,false
C02202512009,U1002,2025-12-02T20:14:00,DeliveryX,21293,food,delivery,credit_card,approved,false
C03202512015,U1003,2025-12-02T20:40:00,DeliveryY,21258,food,delivery,credit_card,approved,false
C06202512005,U1006,2025-12-02T21:50:00,Coupang,67749,shopping,ecommerce,credit_card,approved,false
C06202512040,U1006,2025-12-02T22:37:00,DeliveryX,16848,food,delivery,credit_card,approved,false
C08202512025,U1008,2025-12-02T23:16:00,Bar 45,51562,leisure,bar,credit_card,approved,false
C08202512009,U1008,2025-12-02T23:43:00,Convenience Hub,7701,food,convenience_store,credit_card,approved,false
C08202512035,U1008,2025-12-03T00:02:00,Convenience Hub,4452,food,convenience_store,credit_card,approved,false
C01202512022,U1001,2025-12-03T07:27:00,Cafe A,4416,food,cafe,credit_card,approved,false
C06202512032,U1006,2025-12-03T07:45:00,Fuel Max,54628,transport,fuel,credit_card,approved,false
C06202512047,U1006,2025-12-03T08:49:00,Office Cafe,3323,food,cafe,credit_card,approved,false
C05202512022,U1005,2025-12-03T17:32:00,Photo Lab,54405,leisure,hobby,credit_card,approved,false
C07202512020,U1007,2025-12-03T18:02:00,Clinic Care,25020,health,medical,credit_card,approved,false
C05202512037,U1005,2025-12-03T19:49:00,Photo Lab,20883,leisure,hobby,credit_card,approved,false
C02202512013,U1002,2025-12-03T20:26:00,Style Shop,85371,shopping,fashion,credit_card,approved,false
C05202512011,U1005,2025-12-03T22:17:00,DeliveryX,27158,food,delivery,credit_card,approved,false
C01202512051,U1001,2025-12-03T22:58:00,Baedal,19263,food,delivery,credit_card,approved,false
C01202512048,U1001,2025-12-04T08:00:00,GS25 Gangnam,6243,food,convenience_store,credit_card,approved,false
C04202512053,U1004,2025-12-04T08:12:00,Cafe Lane,6491,food,cafe,credit_card,approved,false
C07202512026,U1007,2025-12-04T08:22:00,Cafe Lane,5267,food,cafe,credit_card,approved,false
C01202512052,U1001,2025-12-04T08:59:00,MegaCafe,4319,food,cafe,credit_card,approved,false
